actual_ramp_deviation,algorithm,condition,epsilon_sum,evaluation_seed,evaluations,event_id,event_type,exceedance_probability_any,execution_days,expected_forced_spill_1e8m3,f1,f2,f3,factor,hard_physical_violation,interpretation,lookahead_days,max_control_q_m3s,max_q_safe_ratio,minimum_safety_margin_m3s,n_random_scenarios,operational_deviation,optimizer_seed,peak_reduction_pct,physical_violation,plan_constraint_violation,planning_all_feasible,probability_ci_high,probability_ci_low,profile,publication_ready,run_id,scenario_seed,seconds,seed_index,stage,strategy,tail_peak_ratio_cvar95,variant,water_curtailment
0.07720525552398326,MOABC,matched,0.049999999999999996,2290579265,64000,P01,cluster,0.0,16,9.24554405802657,0.0,12.695499092270225,0.01729252082066939,2.25,0.0,held_out_replay_of_fixed_executed_schedule,7,48312.82203237043,0.8520779899888965,8387.17796762957,512,0.22084856626528432,2573152596,-5.467109846604748,0.22084856626528432,3.870190220310333e-17,True,0.007178950026259454,0.0,screening,False,P01_matched_full_method_no_lag_guidance_MOABC_s00,3477972202,402.7553338003345,0,ablation,full_method,0.6054582860854042,no_lag_guidance,0.22084856626528432
0.041385543353861264,MOABC,matched,0.049999999999999996,2660666804,64000,P01,cluster,0.0,16,8.558492554410584,0.0,12.290231519807776,0.019715137341026957,2.25,0.0,held_out_replay_of_fixed_executed_schedule,7,54879.61438447767,0.9678944335886713,1820.385615522333,512,0.18467170541271588,3773473114,-19.205592853333446,0.18467170541271588,0.0,True,0.007178950026259454,0.0,screening,False,P01_matched_full_method_no_lag_guidance_MOABC_s01,424694085,404.81598420022056,1,ablation,full_method,0.6490237021803701,no_lag_guidance,0.18467170541271588
0.0382679704473923,MOABC,matched,0.049999999999999996,2310657182,64000,P01,cluster,0.0,16,7.005648609664826,0.0,10.899211113125599,0.020554139381157816,2.25,0.0,held_out_replay_of_fixed_executed_schedule,7,51493.3878761244,0.9081726256812063,5206.612123875602,512,0.2011226368047054,2256712277,-14.452068550082132,0.2011226368047054,0.0,True,0.007178950026259454,0.0,screening,False,P01_matched_full_method_no_lag_guidance_MOABC_s02,1921158230,409.47024790011346,2,ablation,full_method,0.7245086590442976,no_lag_guidance,0.2011226368047054
0.042716275684895506,MOABC,matched,0.05,186546168,64000,P01,cluster,0.0,16,7.229179017026793,0.0,10.639349391620797,0.0169269279604445,2.25,0.0,held_out_replay_of_fixed_executed_schedule,7,50270.74302612608,0.8866092244466681,6429.2569738739185,512,0.16337023106966028,242140887,-10.136452506676079,0.16337023106966028,0.0,True,0.007178950026259454,0.0,screening,False,P01_matched_full_method_no_lag_guidance_MOABC_s03,180007959,414.396918699611,3,ablation,full_method,0.5904385212249535,no_lag_guidance,0.16337023106966028
0.03487947194359708,MOABC,matched,0.04999999999999999,1443465302,64000,P01,cluster,0.001953125,16,10.965550997238115,2.712547415511068e-05,14.134538195337779,0.01676730992897136,2.25,0.0,held_out_replay_of_fixed_executed_schedule,7,57329.97069193002,1.0111105942139333,-629.9706919300224,512,0.17612986790249036,4095586511,0.7058291842707126,0.17612986790249036,0.0,True,0.010833656944754506,4.944762114539529e-05,screening,False,P01_matched_full_method_no_lag_guidance_MOABC_s04,2247167902,428.06260949978605,4,ablation,full_method,0.5615028477683832,no_lag_guidance,0.17612986790249036
0.05678836450450697,MOABC,matched,0.04999999999999999,2290579265,64000,P01,cluster,0.0,16,8.514538604214021,0.0,12.537845468914673,0.02590505650077874,2.25,0.0,held_out_replay_of_fixed_executed_schedule,7,55380.628165202696,0.9767306554709471,1319.3718347973045,512,0.18363048285917272,2573152596,-20.896162723840572,0.18363048285917272,0.0,True,0.007178950026259454,0.0,screening,False,P01_matched_full_method_no_warm_start_MOABC_s00,3477972202,404.16717759985477,0,ablation,full_method,0.7866503505393546,no_warm_start,0.18363048285917272
0.07759516827665593,MOABC,matched,0.05,2660666804,64000,P01,cluster,0.0,16,9.269521765515304,0.0,14.94427073162057,0.03426810274829581,2.25,0.0,held_out_replay_of_fixed_executed_schedule,7,51351.26813927886,0.9056661047491862,5348.731860721142,512,0.1886013397147672,3773473114,-11.54157023458632,0.1886013397147672,0.0,True,0.007178950026259454,0.0,screening,False,P01_matched_full_method_no_warm_start_MOABC_s01,424694085,399.7579474998638,1,ablation,full_method,0.7802285788131551,no_warm_start,0.1886013397147672
0.09182793594983253,MOABC,matched,0.049999999999999996,2310657182,64000,P01,cluster,0.005859375,16,12.66647383266696,5.845757238341127e-05,18.218056845528057,0.03691817467850678,2.25,0.0,held_out_replay_of_fixed_executed_schedule,7,57471.45619865119,1.0136059294294744,-771.4561986511908,512,0.23894871242838045,2256712277,-27.73925577289352,0.23894871242838045,3.6435899355925256e-17,True,0.017027375116838862,0.0012099778257548665,screening,False,P01_matched_full_method_no_warm_start_MOABC_s02,1921158230,392.35451940027997,2,ablation,full_method,0.8722327638346058,no_warm_start,0.23894871242838045
0.029116501602216887,MOABC,matched,0.05000000000000001,186546168,64000,P01,cluster,0.0,16,5.983692885303192,0.0,9.71406985329931,0.027729102690438667,2.25,0.0,held_out_replay_of_fixed_executed_schedule,7,52660.38491501081,0.9287545840389914,4039.615084989193,512,0.16493260247202884,242140887,-15.37183723664389,0.16493260247202884,0.0,True,0.007178950026259454,0.0,screening,False,P01_matched_full_method_no_warm_start_MOABC_s03,180007959,413.59629870019853,3,ablation,full_method,0.7499804264674408,no_warm_start,0.16493260247202884
0.027216536823154842,MOABC,matched,0.05,1443465302,64000,P01,cluster,0.001953125,16,9.487708345868047,0.0010194881846278874,14.562681252288645,0.0289146481453247,2.25,0.0,held_out_replay_of_fixed_executed_schedule,7,63535.21583907729,1.1205505438990704,-6835.215839077289,512,0.1758945334075713,4095586511,-10.041510543238457,0.1758945334075713,0.0,True,0.010833656944754506,4.944762114539529e-05,screening,False,P01_matched_full_method_no_warm_start_MOABC_s04,2247167902,398.96615169988945,4,ablation,full_method,0.7097170898326834,no_warm_start,0.1758945334075713
