algorithm,condition,evaluations,event_id,feasible_front_size,hv,igd,seconds,seed_index
NSGA-III,normal,4000,P06,15,1.120114003891317,0.08593477172292963,22.48143790010363,5
NSGA-III,normal,4000,P06,28,1.0718804015680043,0.0813146477917459,22.31501799961552,6
NSGA-III,normal,4000,P06,8,0.9840754978380256,0.11952127474477883,23.004594499710947,7
NSGA-III,normal,4000,P06,15,1.109101364961284,0.066810647828726,22.682473400142044,8
NSGA-III,normal,4000,P06,18,1.080656858864655,0.09608389235528778,22.8341602999717,9
NSGA-II,normal,4000,P06,11,1.0197585645720355,0.10382199274108074,20.445204799994826,0
NSGA-II,normal,4000,P06,25,1.1148219220423259,0.08356266115926834,20.123780800029635,1
NSGA-II,normal,4000,P06,24,1.1111968210022858,0.06328126271628923,20.241849900223315,2
NSGA-II,normal,4000,P06,20,1.0631864647493983,0.08634319456088699,19.68003510031849,3
NSGA-II,normal,4000,P06,15,1.0541691352727027,0.10358498533512024,20.36799110006541,4
NSGA-II,normal,4000,P06,29,1.0700322691894582,0.09049620174053381,19.9386698002927,5
NSGA-II,normal,4000,P06,38,1.159787704593921,0.06253072475826507,19.603801500052214,6
NSGA-II,normal,4000,P06,33,1.0524034317593474,0.0961773335888837,20.261057700030506,7
NSGA-II,normal,4000,P06,21,1.125534562399005,0.06433740555638336,20.046766200102866,8
NSGA-II,normal,4000,P06,14,1.030076751853671,0.09990405974765673,19.748500199988484,9
SPEA2,normal,4000,P06,30,0.9805069375293307,0.19249564421843676,45.87289169989526,0
SPEA2,normal,4000,P06,25,1.0839942806280054,0.0824624745886904,45.81261149980128,1
SPEA2,normal,4000,P06,21,1.1072368599643676,0.07746191115025945,45.72353069996461,2
SPEA2,normal,4000,P06,10,1.1137267867702272,0.06710891627457878,45.61561560025439,3
SPEA2,normal,4000,P06,22,1.1966917990331476,0.06382909233234005,45.79260420007631,4
SPEA2,normal,4000,P06,14,1.08371428997307,0.08003849582384855,46.23687409982085,5
SPEA2,normal,4000,P06,20,1.1984917232576884,0.055069419766165355,46.734250500332564,6
SPEA2,normal,4000,P06,16,1.0493483843006737,0.08764992793976197,47.94803769979626,7
SPEA2,normal,4000,P06,28,1.1794998570254582,0.06572021939781318,46.38373519992456,8
SPEA2,normal,4000,P06,7,1.1013734507181554,0.07133646445499943,46.55144389998168,9
MOABC,matched,4000,P07,0,0.40179985937373286,0.4130718905598774,22.738211499992758,0
MOABC,matched,4000,P07,0,0.4265409865509247,0.4074781193227648,23.1762450998649,1
MOABC,matched,4000,P07,0,1.0030474663463214,0.2902639520394235,22.15175799978897,2
MOABC,matched,4000,P07,0,0.19155655568830976,0.6262648853549202,22.543001499958336,3
MOABC,matched,4000,P07,0,0.060343039044429655,0.8159859358349422,21.669147599954158,4
MOABC,matched,4000,P07,20,0.528880439703858,0.4785125995391198,15.29904010007158,5
MOABC,matched,4000,P07,27,0.37232897367467405,0.4343041596622052,15.68095099972561,6
MOABC,matched,4000,P07,16,0.7457812765196745,0.18708932177067725,17.113124900031835,7
MOABC,matched,4000,P07,0,0.19750995397970803,0.6111611451889458,21.75618640007451,8
MOABC,matched,4000,P07,0,0.20166708550327583,0.6160800996881591,21.631787499878556,9
MOEA/D,matched,4000,P07,0,0.12790962859003696,0.6976260720803725,12.723398200236261,0
MOEA/D,matched,4000,P07,0,0.24974887140418517,0.5689821828036996,12.580146099906415,1
MOEA/D,matched,4000,P07,0,0.10128734691098998,0.7464010351556511,12.54284660005942,2
MOEA/D,matched,4000,P07,0,0.22353677773484504,0.5857706283537701,12.767734799999744,3
MOEA/D,matched,4000,P07,0,0.49483448590008233,0.5059166718358351,12.691651999950409,4
MOABC,normal,4000,P07,16,1.0100723520065211,0.26689387513387164,17.07816920010373,0
MOABC,normal,4000,P07,10,0.995682428674287,0.28113898625082884,16.85185329988599,1
MOABC,normal,4000,P07,10,0.9997576630773067,0.2937182201662362,17.055531800258905,2
MOABC,normal,4000,P07,12,1.0722625585582812,0.21432980940962582,17.051792999729514,3
MOABC,normal,4000,P07,14,1.0104630584330747,0.2777609424222332,17.274763900320977,4
MOABC,normal,4000,P07,13,0.9343066992257945,0.3305921191104308,16.661912300158292,5
MOABC,normal,4000,P07,22,0.9551803301067475,0.34080984205624715,16.785103200003505,6
MOABC,normal,4000,P07,6,0.9953277473633521,0.27717854968556377,16.903683399781585,7
MOABC,normal,4000,P07,9,1.0716579199058018,0.22123515199075752,17.09181459993124,8
MOABC,normal,4000,P07,12,1.0057215147080647,0.2683391768248282,17.135801100172102,9
MOEA/D,normal,4000,P07,13,0.7553654639861822,0.48986254662080136,13.416172899771482,0
MOEA/D,normal,4000,P07,26,0.5603649590591978,0.7188338440700559,13.517677399795502,1
MOEA/D,normal,4000,P07,13,0.8551511961521411,0.41003807639850687,13.37271079979837,2
MOEA/D,normal,4000,P07,7,0.8476919765242135,0.3982187020353484,13.467761300038546,3
MOEA/D,normal,4000,P07,6,0.6863420662784679,0.5170577277390761,13.47643469972536,4
MOEA/D,normal,4000,P07,5,0.7516575465534285,0.5065971085530014,13.234831399749964,5
MOEA/D,normal,4000,P07,7,0.6832491901564194,0.5441488698533449,13.203308300115168,6
MOEA/D,normal,4000,P07,13,0.7900951109383303,0.5036461048784306,13.355149400420487,7
MOEA/D,normal,4000,P07,5,0.7355072824085341,0.4844491609003767,13.109485199674964,8
MOEA/D,normal,4000,P07,10,0.8058727767351245,0.44284077791488513,12.598552499897778,9
MOPSO,normal,4000,P07,1,1.3310000000000004,0.0,12.276261600200087,0
MOPSO,normal,4000,P07,1,1.323142246476468,0.006399706119705049,12.144740200135857,1
MOPSO,normal,4000,P07,3,1.1363802399779683,0.1608426799904137,12.235669299960136,2
MOPSO,normal,4000,P07,3,1.2079445980615944,0.10169861196609212,12.209430900402367,3
MOPSO,normal,4000,P07,4,1.223255571573311,0.08972859849486589,12.232887999620289,4
MOPSO,normal,4000,P07,15,1.0495822238043722,0.25346952565585457,12.703885900322348,5
MOPSO,normal,4000,P07,12,1.11042438968828,0.18025137259829557,12.52565099997446,6
MOPSO,normal,4000,P07,4,1.0388572281099895,0.24138670125858286,12.57934150006622,7
MOPSO,normal,4000,P07,1,1.1300461560368484,0.1657370044131738,12.281846700236201,8
MOPSO,normal,4000,P07,7,1.1791122531026867,0.12762560707430542,12.205084499903023,9
NSGA-III,normal,4000,P07,12,0.8806023319261994,0.376153034968654,21.03999700024724,0
NSGA-III,normal,4000,P07,7,0.7780695461635716,0.4267226092334134,22.27439250005409,1
NSGA-III,normal,4000,P07,11,0.9626037149222969,0.3184999898692138,21.000218000262976,2
NSGA-III,normal,4000,P07,9,0.9570722036833115,0.30932330908284367,21.12550019985065,3
NSGA-III,normal,4000,P07,21,0.751622375053937,0.44452056798244294,21.18534140009433,4
NSGA-III,normal,4000,P07,10,0.8395156454552037,0.433360839897157,20.625594399869442,5
NSGA-III,normal,4000,P07,11,0.9416282939944695,0.3533228610021653,21.352876000106335,6
NSGA-III,normal,4000,P07,19,0.8424614715047016,0.4233127674236456,21.426926399581134,7
NSGA-III,normal,4000,P07,18,0.7491126758465629,0.49149185274680784,21.54619440017268,8
NSGA-III,normal,4000,P07,23,0.8008415086604139,0.4162302497730459,21.023995500057936,9
NSGA-II,normal,4000,P07,35,0.8006173644818512,0.4221120280821518,18.66551740001887,0
NSGA-II,normal,4000,P07,11,0.8239819494252221,0.40297003810205545,20.00341900018975,1
NSGA-II,normal,4000,P07,25,0.940254023693901,0.33685380422223976,18.692704999819398,2
NSGA-II,normal,4000,P07,10,0.9420251264044396,0.3148633480366115,18.750427800230682,3
NSGA-II,normal,4000,P07,21,0.7609337085915371,0.44508258196429423,19.287453799974173,4
NSGA-II,normal,4000,P07,13,0.7974338893111264,0.4689235510311027,19.22828309983015,5
NSGA-II,normal,4000,P07,13,0.9226429615386526,0.35032459444667746,19.586081499699503,6
NSGA-II,normal,4000,P07,19,0.8424888518007771,0.4317830340258135,19.82937219971791,7
NSGA-II,normal,4000,P07,15,0.7935127200508437,0.4596604181234438,20.287234399933368,8
NSGA-II,normal,4000,P07,24,0.843133018119333,0.38265430136783957,19.79008310008794,9
SPEA2,normal,4000,P07,11,0.8553883257077749,0.38779534991896364,43.739671300165355,0
SPEA2,normal,4000,P07,19,0.7794670267231042,0.4408470453061534,43.616492100059986,1
SPEA2,normal,4000,P07,7,0.7696510389613326,0.48929106794718785,44.38952570036054,2
SPEA2,normal,4000,P07,28,0.8041475079131095,0.44589591546772417,42.59517199965194,3
SPEA2,normal,4000,P07,18,0.9786218233339679,0.2901177690703587,42.518800400197506,4
SPEA2,normal,4000,P07,15,0.766291388013232,0.4519009164779676,43.79529969999567,5
SPEA2,normal,4000,P07,6,0.8057061969305206,0.4066599916857873,43.89722569985315,6
SPEA2,normal,4000,P07,14,0.8537082708747535,0.4079793815583901,44.76293409988284,7
SPEA2,normal,4000,P07,25,0.8097485981450433,0.4411221560131291,43.92052990011871,8
SPEA2,normal,4000,P07,17,0.862823025522802,0.38635313696036305,44.69651110004634,9
MOABC,normal,4000,P08,12,0.815761432031216,0.44529764750147255,17.942320799920708,0
MOABC,normal,4000,P08,12,0.987812405595676,0.27445815938176554,17.358266400173306,1
MOABC,normal,4000,P08,16,1.0387640061042962,0.23068568860891828,17.970963300205767,2
MOABC,normal,4000,P08,14,1.084487218545305,0.1973544631503818,17.745693100150675,3
MOABC,normal,4000,P08,11,0.8851059989541794,0.3812319243730953,18.318621299695224,4
MOABC,normal,4000,P08,18,0.8536800848006615,0.39707744612579915,18.26631430024281,5
MOABC,normal,4000,P08,17,1.0416776668809065,0.24806642715704363,19.213070099707693,6
MOABC,normal,4000,P08,14,0.9500387209015021,0.31375576953130646,18.762975600082427,7
MOABC,normal,4000,P08,11,0.9326747463009232,0.3269250194459263,18.23141170013696,8
MOABC,normal,4000,P08,17,0.8514062438906438,0.41930150164194613,18.436668999958783,9
MOEA/D,normal,4000,P08,11,0.5928239267427403,0.5772285639955255,15.033785399980843,0
MOEA/D,normal,4000,P08,24,0.5066735329666584,0.7046546971465377,14.99665129976347,1
MOEA/D,normal,4000,P08,15,0.8071513967342429,0.40523503790332516,14.799648200161755,2
MOEA/D,normal,4000,P08,42,0.5730002520790453,0.6383591342505515,14.967346800025553,3
MOEA/D,normal,4000,P08,14,0.5619180852583248,0.6454967271826132,14.55547389993444,4
MOEA/D,normal,4000,P08,11,0.6511383527922165,0.6065334957738363,14.499532400164753,5
MOEA/D,normal,4000,P08,31,0.5049017336757284,0.6610487178841977,14.596427600365132,6
MOEA/D,normal,4000,P08,16,0.7845909105992483,0.4430009187531283,14.51759220007807,7
MOEA/D,normal,4000,P08,18,0.6678752373455542,0.5213315136903136,14.585768400225788,8
MOEA/D,normal,4000,P08,18,0.4237905426851264,0.8064777607121782,14.444472999777645,9
MOPSO,normal,4000,P08,94,1.3309968583411789,1.7466520488908035e-05,14.424438900314271,0
MOPSO,normal,4000,P08,19,1.2756135667699677,0.03965150509257231,14.268601600080729,1
MOPSO,normal,4000,P08,15,1.2875095396765865,0.03081718381845222,14.484275300055742,2
MOPSO,normal,4000,P08,29,1.31888983417039,0.004129679345797699,14.513058400247246,3
MOPSO,normal,4000,P08,25,1.3189197215693225,0.004082161545924549,14.514744199812412,4
MOPSO,normal,4000,P08,1,1.3092111211479247,0.011895656932417432,8.496738400310278,5
MOPSO,normal,4000,P08,25,1.3033829557489647,0.01672716576761278,7.002256399951875,6
MOPSO,normal,4000,P08,32,1.317674042479299,0.004957907452749679,6.9501483999192715,7
MOPSO,normal,4000,P08,13,1.3045596995634972,0.015737991083008503,6.891319700051099,8
MOPSO,normal,4000,P08,17,1.3097206003718067,0.01147345655590735,6.855011699721217,9
NSGA-III,normal,4000,P08,19,0.7824713862168926,0.387495943506877,22.04986899998039,0
NSGA-III,normal,4000,P08,11,0.7806619365083955,0.39053158397700183,22.099870400037616,1
NSGA-III,normal,4000,P08,10,0.828340519314999,0.3620820359493878,23.10979830008,2
NSGA-III,normal,4000,P08,10,0.7392326788316153,0.4437330649270723,22.531836200039834,3
NSGA-III,normal,4000,P08,21,0.5451194108524564,0.653297959380076,22.58615869982168,4
NSGA-III,normal,4000,P08,19,0.8058144817701949,0.39958601668331234,22.08414989989251,5
NSGA-III,normal,4000,P08,22,0.8675660124589321,0.3599339791646003,22.19935750029981,6
NSGA-III,normal,4000,P08,15,0.6060678023101986,0.6302813168648916,22.051299400161952,7
NSGA-III,normal,4000,P08,16,0.7907050349087703,0.4178178075202277,21.810224100016057,8
NSGA-III,normal,4000,P08,16,0.46473517982845464,0.703999319070404,22.322878200095147,9
NSGA-II,normal,4000,P08,29,0.8043141600278139,0.38737502489008285,21.127571400254965,0
NSGA-II,normal,4000,P08,15,0.8197047319136067,0.3733842292100967,20.74684050027281,1
NSGA-II,normal,4000,P08,9,0.8310935787221359,0.3631091450904763,20.659624100197107,2
NSGA-II,normal,4000,P08,27,0.5709858536525414,0.5954122431057424,19.879028900060803,3
NSGA-II,normal,4000,P08,41,0.5416836693388974,0.654281463444402,19.861703800037503,4
NSGA-II,normal,4000,P08,5,0.834416604231254,0.34803115100805143,19.87606839975342,5
NSGA-II,normal,4000,P08,12,0.8510337614281436,0.34529389178666414,20.399062699638307,6
NSGA-II,normal,4000,P08,11,0.8042894558164335,0.383559095650507,19.609277799725533,7
NSGA-II,normal,4000,P08,51,0.6876338142684149,0.5041435284099484,19.649876200128347,8
NSGA-II,normal,4000,P08,19,0.4914370238664831,0.6868775122945087,19.88465190026909,9
SPEA2,normal,4000,P08,7,0.5938683030888163,0.5476382482876612,46.77812869986519,0
SPEA2,normal,4000,P08,6,0.7261936037898087,0.4389203554467873,46.17759949993342,1
SPEA2,normal,4000,P08,20,0.7257549624128492,0.46902620441401016,46.32148770010099,2
SPEA2,normal,4000,P08,21,0.5223808650745457,0.6911876575819546,46.09411979978904,3
SPEA2,normal,4000,P08,25,0.4079915495422832,0.7608083902233526,45.933888900093734,4
SPEA2,normal,4000,P08,20,0.7269702332316157,0.4811688701717467,47.84386169956997,5
SPEA2,normal,4000,P08,25,0.686168400903756,0.5093366206871067,48.48856890015304,6
SPEA2,normal,4000,P08,31,0.5856706554810219,0.6203349332443157,48.38710819976404,7
SPEA2,normal,4000,P08,10,0.8607969156689923,0.3520672972704382,47.06308609992266,8
SPEA2,normal,4000,P08,8,0.5353524734846472,0.6177922785830395,47.24045230029151,9
